id_evenement,date_heure,ville,zone,id_utilisateur,id_appareil,type_vehicule,energie,station_depart,station_arrivee,distance_km,duree_min,temperature,pluie,pm10,volume_trafic,montant_paiement,moyen_paiement,nom_utilisateur,age,abonnement,genre,risque_accident
758,2025-10-11 12:20,Paris,Nord,87,APP-5189,Bus,Electrique,18,24,1.62,10,2.5,0,17,112,2.86,Carte,Leo,32,Premium,femme,3
759,2025-10-11 12:40,Paris,Nord,94,APP-8108,Voiture,Electrique,58,33,7.13,3,1.9,1,18,172,3.03,Carte,Alice,18,Gratuit,homme,2
760,2025-10-11 13:00,Paris,Ouest,237,APP-9248,Trottinette,Humaine,9,30,9.51,19,2.0,1,25,209,2.12,Mobile,Alice,44,Premium,femme,1
761,2025-10-11 13:20,Paris,Centre,168,APP-1212,Trottinette,Diesel,54,39,7.25,6,1.7,0,22,184,4.65,Carte,Emma,19,Gratuit,homme,4
762,2025-10-11 13:40,Paris,Est,80,APP-1512,Trottinette,Diesel,6,50,6.24,16,1.3,1,20,155,5.08,Carte,Leo,29,Premium,femme,1
763,2025-10-11 14:00,Paris,Ouest,171,APP-5209,Trottinette,Diesel,5,29,9.31,11,1.2,0,23,196,3.48,Mobile,Lucas,35,Standard,homme,3
764,2025-10-11 14:20,Paris,Est,84,APP-8171,Velo,Diesel,39,52,9.5,5,1.7,0,21,175,2.2,Mobile,Lucas,68,Gratuit,femme,4
765,2025-10-11 14:40,Paris,Sud,56,APP-5818,Trottinette,Electrique,22,28,4.43,14,1.4,0,22,184,5.73,Mobile,Alice,18,Premium,homme,4
766,2025-10-11 15:00,Paris,Est,34,APP-4262,Velo,Electrique,53,35,2.98,18,1.9,1,16,141,3.51,Mobile,Alice,25,Standard,femme,2
767,2025-10-11 15:20,Paris,Est,72,APP-3989,Trottinette,Humaine,27,18,10.53,9,1.8,0,18,152,5.78,Carte,Emma,20,Standard,homme,1
768,2025-10-11 15:40,Paris,Sud,234,APP-6728,Velo,Humaine,20,51,11.91,8,1.3,0,22,195,1.85,Mobile,Nina,43,Standard,femme,1
769,2025-10-11 16:00,Paris,Sud,89,APP-3147,Voiture,Electrique,33,31,3.96,7,1.6,0,25,260,4.71,Mobile,Alice,24,Standard,homme,2
770,2025-10-11 16:20,Paris,Sud,161,APP-5442,Bus,Electrique,22,52,9.6,12,3.1,1,28,296,2.11,Mobile,Alice,25,Gratuit,femme,3
771,2025-10-11 16:40,Paris,Est,90,APP-9667,Trottinette,Diesel,3,38,4.66,9,1.9,1,26,245,5.56,Mobile,Leo,29,Premium,homme,1
772,2025-10-11 17:00,Paris,Sud,131,APP-4016,Trottinette,Electrique,44,21,11.2,12,2.8,1,27,293,1.79,Carte,Hugo,29,Gratuit,femme,1
773,2025-10-11 17:20,Paris,Sud,184,APP-1793,Bus,Humaine,17,44,8.3,4,2.0,1,21,246,2.16,Mobile,Alice,21,Standard,homme,3
774,2025-10-11 17:40,Paris,Nord,245,APP-8761,Velo,Diesel,24,20,6.42,15,2.1,1,21,235,1.93,Carte,Alice,18,Standard,femme,4
775,2025-10-11 18:00,Paris,Nord,231,APP-2444,Velo,Diesel,44,2,1.0,17,3.1,0,19,212,1.94,Mobile,Nina,27,Premium,homme,1
776,2025-10-11 18:20,Paris,Sud,89,APP-6262,Velo,Humaine,24,53,0.72,16,1.5,1,21,251,1.88,Mobile,Alice,24,Standard,femme,3
777,2025-10-11 18:40,Paris,Nord,133,APP-7931,Bus,Diesel,4,1,9.57,16,2.5,1,26,339,4.2,Mobile,Leo,26,Premium,homme,3
778,2025-10-11 19:00,Paris,Est,140,APP-1395,Voiture,Electrique,41,12,3.97,18,2.8,0,24,299,2.7,Carte,Nina,40,Gratuit,femme,2
779,2025-10-11 19:20,Paris,Sud,227,APP-7650,Voiture,Diesel,56,57,5.14,15,2.7,0,29,300,5.19,Mobile,Hugo,43,Premium,homme,4
780,2025-10-11 19:40,Paris,Ouest,42,APP-7031,Voiture,Diesel,6,12,5.27,13,1.7,0,27,259,1.73,Carte,Marc,26,Gratuit,femme,1
781,2025-10-11 20:00,Paris,Sud,170,APP-2886,Voiture,Humaine,48,35,3.22,9,1.2,0,21,177,5.64,Carte,Hugo,19,Premium,homme,1
782,2025-10-11 20:20,Paris,Nord,193,APP-2924,Velo,Diesel,36,30,0.35,10,1.8,1,24,202,3.93,Carte,Emma,18,Gratuit,femme,1
783,2025-10-11 20:40,Paris,Centre,102,APP-6988,Trottinette,Electrique,8,8,4.74,11,1.6,1,22,183,1.94,Mobile,Leo,46,Gratuit,homme,4
784,2025-10-11 21:00,Paris,Sud,169,APP-8196,Voiture,Electrique,43,49,5.75,16,2.3,1,20,139,3.14,Carte,Lucas,28,Gratuit,femme,3
785,2025-10-11 21:20,Paris,Ouest,176,APP-3006,Velo,Diesel,47,36,7.64,15,1.7,1,20,132,1.45,Mobile,Marc,20,Premium,homme,2
786,2025-10-11 21:40,Paris,Sud,154,APP-1380,Voiture,Humaine,42,42,5.68,3,2.5,0,19,141,5.42,Carte,Hugo,53,Premium,femme,3
787,2025-10-11 22:00,Paris,Nord,165,APP-6767,Voiture,Humaine,55,35,5.59,7,2.8,0,21,181,4.92,Carte,Marc,39,Premium,homme,3
788,2025-10-11 22:20,Paris,Nord,162,APP-2213,Voiture,Electrique,60,4,9.76,12,2.6,0,24,209,4.22,Mobile,Alice,18,Gratuit,femme,1
789,2025-10-11 22:40,Paris,Est,82,APP-7623,Voiture,Diesel,56,27,9.51,23,2.1,0,20,112,4.82,Mobile,Nina,31,Gratuit,homme,3
790,2025-10-11 23:00,Paris,Ouest,58,APP-4888,Bus,Electrique,27,36,0.79,14,2.2,0,22,158,1.21,Carte,Sofia,56,Gratuit,femme,4
791,2025-10-11 23:20,Paris,Est,250,APP-1621,Velo,Diesel,2,38,2.22,22,1.4,0,20,129,2.09,Mobile,Leo,19,Gratuit,homme,2
792,2025-10-11 23:40,Paris,Sud,65,APP-8966,Bus,Diesel,20,59,11.86,10,1.8,1,18,168,2.77,Carte,Alice,38,Gratuit,femme,1
793,2025-10-12 00:00,Paris,Centre,5,APP-2701,Bus,Diesel,5,24,3.48,19,2.7,0,19,204,3.78,Mobile,Emma,19,Premium,homme,2
794,2025-10-12 00:20,Paris,Sud,15,APP-6767,Trottinette,Diesel,9,7,11.19,17,2.7,1,19,160,1.86,Mobile,Leo,22,Standard,femme,1
795,2025-10-12 00:40,Paris,Nord,108,APP-7610,Bus,Diesel,36,58,7.19,13,1.5,0,17,149,4.32,Carte,Hugo,42,Premium,homme,3
796,2025-10-12 01:00,Paris,Est,30,APP-4510,Trottinette,Diesel,37,26,4.12,15,3.1,1,19,154,4.26,Mobile,Emma,23,Standard,femme,3
797,2025-10-12 01:20,Paris,Ouest,141,APP-1757,Bus,Diesel,17,1,11.67,8,3.1,0,18,166,5.84,Carte,Leo,23,Standard,homme,3
798,2025-10-12 01:40,Paris,Est,109,APP-2668,Voiture,Diesel,56,2,6.09,22,1.9,0,18,155,3.74,Carte,Marc,36,Premium,femme,3
799,2025-10-12 02:00,Paris,Centre,9,APP-4441,Bus,Electrique,3,15,1.26,18,2.2,0,23,164,3.75,Mobile,Marc,38,Standard,homme,1
800,2025-10-12 02:20,Paris,Ouest,217,APP-7391,Bus,Diesel,13,30,2.91,25,2.7,1,19,108,5.02,Carte,Nina,46,Standard,femme,4
801,2025-10-12 02:40,Paris,Est,250,APP-8672,Velo,Diesel,38,55,4.79,21,1.6,1,19,180,5.29,Mobile,Leo,19,Gratuit,homme,3
802,2025-10-12 03:00,Paris,Nord,162,APP-1390,Bus,Humaine,53,21,10.93,17,1.5,0,15,119,2.19,Carte,Alice,18,Gratuit,femme,4
803,2025-10-12 03:20,Paris,Est,79,APP-9463,Velo,Electrique,31,24,10.95,12,2.3,1,17,151,1.85,Mobile,Nina,20,Gratuit,homme,2
804,2025-10-12 03:40,Paris,Ouest,215,APP-1898,Voiture,Humaine,25,52,6.95,10,2.1,0,17,157,5.43,Mobile,Alice,27,Premium,femme,3
805,2025-10-12 04:00,Paris,Centre,74,APP-6072,Trottinette,Electrique,37,47,5.85,8,3.1,1,19,188,2.97,Mobile,Alice,26,Gratuit,homme,2
806,2025-10-12 04:20,Paris,Nord,205,APP-5881,Bus,Electrique,51,52,11.99,15,2.3,0,17,116,3.53,Mobile,Marc,18,Standard,femme,1
807,2025-10-12 04:40,Paris,Sud,48,APP-1977,Trottinette,Diesel,31,26,11.2,7,2.8,1,17,156,1.69,Mobile,Lucas,41,Premium,homme,1
808,2025-10-12 05:00,Paris,Est,2,APP-4809,Voiture,Humaine,16,47,8.32,4,2.2,0,16,114,1.29,Mobile,Lucas,20,Premium,femme,2
809,2025-10-12 05:20,Paris,Sud,208,APP-8338,Velo,Humaine,40,9,5.47,17,2.3,0,18,119,5.2,Mobile,Emma,22,Standard,homme,1
810,2025-10-12 05:40,Paris,Nord,230,APP-1510,Velo,Diesel,12,44,6.54,4,1.3,1,18,139,3.28,Carte,Hugo,23,Gratuit,femme,3
811,2025-10-12 06:00,Paris,Sud,191,APP-9051,Trottinette,Electrique,20,41,8.07,18,3.0,0,19,146,5.52,Carte,Lucas,20,Standard,homme,4
812,2025-10-12 06:20,Paris,Est,163,APP-2011,Trottinette,Diesel,26,16,10.41,11,2.8,1,21,225,5.0,Mobile,Lucas,35,Gratuit,femme,2
813,2025-10-12 06:40,Paris,Nord,214,APP-8548,Trottinette,Diesel,16,18,6.93,5,1.2,1,14,114,1.83,Mobile,Leo,21,Premium,homme,2
814,2025-10-12 07:00,Paris,Ouest,111,APP-4640,Velo,Humaine,1,27,5.7,12,2.5,0,24,271,4.11,Mobile,Sofia,19,Gratuit,femme,1
815,2025-10-12 07:20,Paris,Nord,164,APP-4910,Velo,Humaine,14,22,4.25,10,2.3,0,23,252,3.33,Carte,Sofia,20,Gratuit,homme,4
816,2025-10-12 07:40,Paris,Est,133,APP-5843,Velo,Diesel,2,36,1.7,14,2.6,0,24,254,3.71,Mobile,Leo,26,Premium,femme,2
817,2025-10-12 08:00,Paris,Nord,151,APP-8140,Bus,Electrique,47,53,1.86,24,2.6,1,21,244,2.79,Mobile,Alice,27,Standard,homme,4
818,2025-10-12 08:20,Paris,Sud,190,APP-1819,Trottinette,Diesel,15,42,1.16,22,2.1,1,22,220,5.45,Carte,Nina,59,Premium,femme,4
819,2025-10-12 08:40,Paris,Est,11,APP-8786,Trottinette,Electrique,2,55,4.67,15,2.5,1,26,285,3.81,Mobile,Leo,21,Gratuit,homme,1
820,2025-10-12 09:00,Paris,Sud,147,APP-8222,Bus,Diesel,51,47,4.66,14,2.0,1,28,292,2.43,Carte,Emma,26,Standard,femme,4
821,2025-10-12 09:20,Paris,Sud,198,APP-1211,Voiture,Diesel,11,23,11.16,15,1.8,1,26,288,1.36,Carte,Hugo,25,Premium,homme,1
822,2025-10-12 09:40,Paris,Est,212,APP-2623,Velo,Diesel,22,29,5.89,10,1.6,0,29,297,3.61,Mobile,Emma,18,Standard,femme,2
823,2025-10-12 10:00,Paris,Nord,54,APP-3757,Voiture,Diesel,8,47,5.44,6,2.0,0,19,172,2.8,Carte,Emma,25,Gratuit,homme,4
824,2025-10-12 10:20,Paris,Nord,113,APP-8918,Velo,Humaine,38,36,3.48,13,1.7,0,20,154,3.84,Mobile,Lucas,20,Gratuit,femme,2
825,2025-10-12 10:40,Paris,Ouest,105,APP-4392,Trottinette,Electrique,43,22,7.51,5,1.9,0,20,200,2.87,Mobile,Lucas,27,Standard,homme,4
826,2025-10-12 11:00,Paris,Centre,84,APP-8823,Voiture,Diesel,5,43,7.11,10,3.0,1,20,192,4.7,Mobile,Lucas,68,Gratuit,femme,4
827,2025-10-12 11:20,Paris,Ouest,100,APP-2626,Trottinette,Diesel,28,12,0.98,11,2.0,1,18,173,4.41,Carte,Nina,18,Premium,homme,1
828,2025-10-12 11:40,Paris,Centre,110,APP-5268,Bus,Humaine,52,50,10.33,3,2.6,1,21,148,5.25,Mobile,Lucas,20,Premium,femme,2
829,2025-10-12 12:00,Paris,Centre,211,APP-4147,Bus,Humaine,15,13,2.58,15,2.5,1,17,151,3.48,Mobile,Emma,54,Standard,homme,1
830,2025-10-12 12:20,Paris,Ouest,73,APP-4811,Voiture,Diesel,13,52,3.38,14,2.7,0,17,148,4.17,Carte,Emma,53,Gratuit,femme,4
831,2025-10-12 12:40,Paris,Centre,130,APP-4205,Velo,Humaine,40,6,2.15,17,1.6,1,21,146,2.73,Carte,Alice,30,Standard,homme,4
832,2025-10-12 13:00,Paris,Sud,170,APP-3570,Bus,Electrique,2,13,2.41,11,3.1,1,18,120,1.25,Carte,Hugo,19,Premium,femme,2
833,2025-10-12 13:20,Paris,Sud,211,APP-5918,Trottinette,Diesel,41,54,1.53,14,1.7,1,17,135,4.53,Carte,Emma,54,Standard,homme,3
834,2025-10-12 13:40,Paris,Ouest,132,APP-9478,Voiture,Electrique,28,15,1.12,13,2.1,0,22,166,3.33,Mobile,Leo,38,Standard,femme,2
835,2025-10-12 14:00,Paris,Centre,178,APP-8433,Trottinette,Humaine,57,53,1.2,4,1.6,0,24,193,3.36,Mobile,Hugo,24,Premium,homme,1
836,2025-10-12 14:20,Paris,Sud,86,APP-3470,Trottinette,Humaine,40,22,7.35,14,3.0,1,21,135,5.07,Mobile,Nina,29,Gratuit,femme,1
837,2025-10-12 14:40,Paris,Centre,239,APP-7750,Trottinette,Humaine,48,54,10.09,16,1.4,1,20,209,5.7,Mobile,Marc,27,Gratuit,homme,3
838,2025-10-12 15:00,Paris,Est,174,APP-2672,Voiture,Diesel,54,21,4.76,21,3.1,1,21,142,1.46,Carte,Alice,42,Premium,femme,3
839,2025-10-12 15:20,Paris,Centre,160,APP-1723,Voiture,Humaine,2,11,0.48,3,1.9,1,20,152,1.95,Mobile,Marc,28,Premium,homme,2
840,2025-10-12 15:40,Paris,Ouest,234,APP-5170,Bus,Diesel,17,50,7.67,15,2.7,0,23,182,2.18,Mobile,Nina,43,Standard,femme,3
841,2025-10-12 16:00,Paris,Sud,25,APP-3571,Trottinette,Electrique,11,2,10.99,21,1.8,0,25,300,4.38,Mobile,Sofia,26,Gratuit,homme,1
842,2025-10-12 16:20,Paris,Sud,40,APP-6854,Bus,Humaine,2,46,5.08,15,2.5,0,26,288,1.93,Mobile,Nina,39,Premium,femme,2
843,2025-10-12 16:40,Paris,Est,230,APP-6024,Voiture,Diesel,18,40,5.21,14,1.7,1,24,263,5.67,Mobile,Hugo,23,Gratuit,homme,3
844,2025-10-12 17:00,Paris,Nord,101,APP-9833,Bus,Humaine,22,51,7.77,17,2.8,1,24,278,4.96,Carte,Alice,18,Gratuit,femme,1
845,2025-10-12 17:20,Paris,Sud,203,APP-7155,Bus,Diesel,14,14,7.67,23,1.6,0,20,219,3.72,Carte,Alice,25,Gratuit,homme,2
846,2025-10-12 17:40,Paris,Est,210,APP-6314,Trottinette,Humaine,54,46,2.48,15,3.1,1,26,268,2.45,Carte,Alice,30,Premium,femme,2
847,2025-10-12 18:00,Paris,Nord,36,APP-6075,Velo,Electrique,31,21,3.04,18,1.4,0,26,293,3.18,Mobile,Alice,26,Gratuit,homme,2
848,2025-10-12 18:20,Paris,Nord,11,APP-2382,Voiture,Diesel,5,12,7.2,8,1.4,1,27,295,4.9,Carte,Leo,21,Gratuit,femme,2
849,2025-10-12 18:40,Paris,Sud,30,APP-3916,Velo,Humaine,33,44,7.22,12,1.4,0,25,263,2.75,Carte,Emma,23,Standard,homme,4
850,2025-10-12 19:00,Paris,Nord,36,APP-6059,Trottinette,Diesel,29,51,3.21,18,3.1,1,24,250,3.53,Carte,Alice,26,Gratuit,femme,2
851,2025-10-12 19:20,Paris,Sud,227,APP-5692,Voiture,Diesel,35,41,9.16,17,1.4,1,24,292,2.7,Carte,Hugo,43,Premium,homme,2
852,2025-10-12 19:40,Paris,Ouest,166,APP-8634,Velo,Humaine,26,35,7.82,27,1.2,0,29,299,3.48,Mobile,Nina,25,Gratuit,femme,1
853,2025-10-12 20:00,Paris,Est,153,APP-3925,Voiture,Electrique,51,32,2.2,18,2.4,1,17,137,4.68,Carte,Leo,24,Premium,homme,2
854,2025-10-12 20:20,Paris,Sud,6,APP-9214,Trottinette,Diesel,47,55,10.85,5,2.6,1,14,111,5.3,Mobile,Nina,31,Gratuit,femme,3
855,2025-10-12 20:40,Paris,Centre,71,APP-9514,Bus,Humaine,29,1,0.53,16,1.6,1,22,208,5.17,Mobile,Emma,31,Premium,homme,1
856,2025-10-12 21:00,Paris,Sud,115,APP-8319,Voiture,Humaine,43,41,6.55,21,2.5,0,22,150,3.29,Carte,Nina,67,Standard,femme,4
857,2025-10-12 21:20,Paris,Nord,60,APP-3813,Velo,Diesel,5,27,5.62,18,2.7,1,22,175,2.01,Mobile,Nina,26,Standard,homme,4
858,2025-10-12 21:40,Paris,Est,234,APP-4385,Trottinette,Humaine,26,24,9.11,9,1.7,1,28,265,3.39,Carte,Nina,43,Standard,femme,3
859,2025-10-12 22:00,Paris,Ouest,228,APP-2727,Velo,Electrique,53,31,9.57,11,1.2,1,11,52,4.95,Carte,Leo,18,Premium,homme,4
860,2025-10-12 22:20,Paris,Ouest,166,APP-1546,Trottinette,Humaine,21,20,9.94,5,1.2,0,19,119,1.4,Carte,Nina,25,Gratuit,femme,4
861,2025-10-12 22:40,Paris,Nord,23,APP-4886,Velo,Electrique,28,56,2.21,18,1.6,1,16,120,5.8,Carte,Marc,67,Gratuit,homme,1
862,2025-10-12 23:00,Paris,Centre,204,APP-5880,Bus,Humaine,7,58,8.35,21,1.9,0,22,152,5.14,Mobile,Sofia,20,Gratuit,femme,1
863,2025-10-12 23:20,Paris,Sud,169,APP-9075,Voiture,Electrique,52,11,3.55,3,2.4,1,19,168,5.2,Carte,Lucas,28,Gratuit,homme,3
864,2025-10-12 23:40,Paris,Ouest,59,APP-8849,Velo,Electrique,48,58,6.14,12,2.5,0,18,185,5.72,Mobile,Alice,41,Gratuit,femme,1
865,2025-10-13 00:00,Paris,Ouest,93,APP-8125,Trottinette,Electrique,27,15,5.17,28,1.6,1,19,143,5.9,Mobile,Leo,25,Standard,homme,2
866,2025-10-13 00:20,Paris,Sud,30,APP-1443,Bus,Diesel,50,3,1.82,5,2.0,0,19,151,3.78,Carte,Emma,23,Standard,femme,4
867,2025-10-13 00:40,Paris,Nord,183,APP-7229,Bus,Electrique,55,13,8.7,16,3.0,0,21,160,1.41,Carte,Emma,19,Premium,homme,1
868,2025-10-13 01:00,Paris,Est,92,APP-8401,Velo,Humaine,20,3,10.88,18,2.4,1,17,165,5.43,Mobile,Alice,18,Gratuit,femme,1
869,2025-10-13 01:20,Paris,Nord,63,APP-9586,Voiture,Diesel,51,1,0.52,4,2.0,0,21,147,3.74,Carte,Leo,49,Gratuit,homme,3
870,2025-10-13 01:40,Paris,Nord,41,APP-1516,Voiture,Electrique,35,52,1.48,9,1.9,1,20,142,2.26,Mobile,Alice,18,Standard,femme,1
871,2025-10-13 02:00,Paris,Ouest,183,APP-5013,Bus,Electrique,40,12,6.21,18,1.4,0,19,182,2.26,Carte,Emma,19,Premium,homme,3
872,2025-10-13 02:20,Paris,Centre,11,APP-4542,Trottinette,Diesel,4,3,3.51,12,2.2,0,22,149,2.03,Carte,Leo,21,Gratuit,femme,4
873,2025-10-13 02:40,Paris,Est,39,APP-1469,Velo,Diesel,6,52,8.65,14,2.6,1,19,182,5.75,Carte,Marc,20,Gratuit,homme,1
874,2025-10-13 03:00,Paris,Centre,176,APP-6278,Bus,Diesel,35,35,2.75,11,2.5,1,23,167,2.81,Mobile,Marc,20,Premium,femme,4
875,2025-10-13 03:20,Paris,Nord,58,APP-9365,Voiture,Diesel,3,21,2.41,7,1.3,0,20,129,5.57,Mobile,Sofia,56,Gratuit,homme,1
876,2025-10-13 03:40,Paris,Nord,154,APP-7095,Bus,Electrique,53,44,2.3,5,2.9,1,18,160,4.22,Carte,Hugo,53,Premium,femme,4
877,2025-10-13 04:00,Paris,Nord,92,APP-1388,Voiture,Diesel,39,28,3.91,12,1.2,1,18,89,2.05,Mobile,Alice,18,Gratuit,homme,2
878,2025-10-13 04:20,Paris,Nord,116,APP-9108,Bus,Humaine,28,32,2.45,24,3.1,0,17,142,1.93,Carte,Alice,29,Gratuit,femme,3
879,2025-10-13 04:40,Paris,Est,144,APP-8665,Voiture,Humaine,16,36,8.11,6,2.8,1,18,180,1.47,Carte,Alice,28,Standard,homme,1
880,2025-10-13 05:00,Paris,Sud,87,APP-7287,Voiture,Diesel,34,44,1.34,12,2.9,1,20,230,2.69,Mobile,Leo,32,Premium,femme,4
881,2025-10-13 05:20,Paris,Ouest,188,APP-3673,Trottinette,Electrique,4,33,8.08,14,1.3,1,16,104,4.58,Mobile,Leo,23,Standard,homme,2
882,2025-10-13 05:40,Paris,Est,216,APP-8578,Trottinette,Electrique,52,11,7.56,5,2.1,0,18,96,3.99,Mobile,Alice,34,Premium,femme,2
883,2025-10-13 06:00,Paris,Ouest,24,APP-8565,Trottinette,Electrique,33,59,11.27,10,3.2,1,17,140,2.66,Mobile,Nina,28,Standard,homme,3
884,2025-10-13 06:20,Paris,Centre,31,APP-5713,Trottinette,Electrique,20,9,3.34,8,2.0,1,19,166,3.96,Mobile,Alice,22,Premium,femme,2
885,2025-10-13 06:40,Paris,Nord,93,APP-9213,Trottinette,Humaine,32,53,9.07,14,1.4,1,27,266,4.9,Mobile,Leo,25,Standard,homme,2
886,2025-10-13 07:00,Paris,Est,38,APP-6952,Velo,Diesel,49,51,11.98,5,1.5,1,23,251,1.7,Carte,Emma,56,Gratuit,femme,1
887,2025-10-13 07:20,Paris,Nord,80,APP-6264,Trottinette,Electrique,20,51,7.05,17,1.4,1,24,242,3.39,Carte,Leo,29,Premium,homme,3
888,2025-10-13 07:40,Paris,Est,73,APP-4871,Trottinette,Diesel,30,42,11.71,3,1.5,0,25,242,1.84,Mobile,Emma,53,Gratuit,femme,1
889,2025-10-13 08:00,Paris,Nord,207,APP-9085,Voiture,Electrique,7,15,0.39,18,1.4,1,28,309,3.66,Carte,Lucas,18,Premium,homme,3
890,2025-10-13 08:20,Paris,Est,15,APP-2749,Trottinette,Electrique,43,28,11.58,21,1.9,1,23,233,2.52,Mobile,Leo,22,Standard,femme,3
891,2025-10-13 08:40,Paris,Nord,196,APP-7342,Velo,Humaine,44,51,7.0,23,1.8,0,21,204,3.46,Carte,Lucas,31,Standard,homme,2
892,2025-10-13 09:00,Paris,Ouest,227,APP-6491,Trottinette,Humaine,13,54,7.25,6,2.0,0,23,279,3.64,Mobile,Hugo,43,Premium,femme,4
893,2025-10-13 09:20,Paris,Ouest,133,APP-1806,Bus,Humaine,16,21,7.27,15,1.4,1,25,270,4.27,Mobile,Leo,26,Premium,homme,1
894,2025-10-13 09:40,Paris,Centre,197,APP-6998,Bus,Humaine,10,10,5.91,8,2.0,0,22,225,4.56,Mobile,Alice,19,Gratuit,femme,2
895,2025-10-13 10:00,Paris,Est,216,APP-5437,Voiture,Diesel,26,32,2.51,11,1.3,1,20,191,3.35,Mobile,Alice,34,Premium,homme,4
896,2025-10-13 10:20,Paris,Centre,191,APP-3914,Velo,Humaine,13,24,0.98,21,1.3,1,24,197,3.07,Carte,Lucas,20,Standard,femme,1
897,2025-10-13 10:40,Paris,Est,190,APP-3455,Voiture,Electrique,51,29,10.62,10,1.3,0,19,112,3.46,Mobile,Nina,59,Premium,homme,3
898,2025-10-13 11:00,Paris,Nord,154,APP-4366,Bus,Electrique,27,19,11.87,15,1.9,0,17,158,4.62,Carte,Hugo,53,Premium,femme,1
899,2025-10-13 11:20,Paris,Ouest,117,APP-1419,Bus,Electrique,55,58,7.96,16,1.8,1,22,178,2.25,Carte,Alice,27,Gratuit,homme,3
900,2025-10-13 11:40,Paris,Nord,245,APP-4246,Velo,Diesel,24,27,9.93,12,1.9,1,14,106,2.08,Carte,Alice,18,Standard,femme,1
901,2025-10-13 12:00,Paris,Nord,14,APP-8329,Trottinette,Humaine,40,6,2.09,12,1.9,1,18,126,4.83,Carte,Alice,48,Standard,homme,2
902,2025-10-13 12:20,Paris,Centre,227,APP-4815,Velo,Humaine,35,5,3.55,3,1.9,0,23,190,3.07,Carte,Hugo,43,Premium,femme,4
903,2025-10-13 12:40,Paris,Nord,124,APP-2809,Velo,Electrique,32,52,9.24,13,2.4,0,24,205,5.01,Carte,Leo,36,Gratuit,homme,4
904,2025-10-13 13:00,Paris,Est,34,APP-4980,Velo,Humaine,16,32,0.88,18,2.9,0,20,172,2.92,Mobile,Alice,25,Standard,femme,3
905,2025-10-13 13:20,Paris,Nord,152,APP-2830,Voiture,Humaine,57,5,4.18,10,2.0,1,21,167,2.45,Mobile,Lucas,20,Gratuit,homme,2
906,2025-10-13 13:40,Paris,Sud,11,APP-8608,Bus,Humaine,8,50,1.83,9,1.7,1,19,186,4.75,Mobile,Leo,21,Gratuit,femme,3
907,2025-10-13 14:00,Paris,Est,139,APP-7702,Trottinette,Diesel,49,43,1.28,16,3.0,0,19,181,1.91,Mobile,Sofia,66,Gratuit,homme,2
908,2025-10-13 14:20,Paris,Est,234,APP-8219,Trottinette,Diesel,15,58,3.49,15,2.2,1,21,164,1.86,Carte,Nina,43,Standard,femme,3
909,2025-10-13 14:40,Paris,Centre,129,APP-7368,Bus,Diesel,29,36,11.47,7,2.4,1,19,135,2.05,Mobile,Marc,48,Gratuit,homme,3
910,2025-10-13 15:00,Paris,Nord,4,APP-4482,Trottinette,Diesel,59,43,9.91,20,3.1,0,20,200,1.84,Mobile,Lucas,19,Gratuit,femme,4
911,2025-10-13 15:20,Paris,Nord,231,APP-1687,Bus,Humaine,23,7,5.87,11,1.9,1,19,174,4.15,Carte,Nina,27,Premium,homme,1
912,2025-10-13 15:40,Paris,Est,118,APP-8902,Bus,Electrique,33,52,8.66,13,2.6,1,22,180,2.93,Mobile,Lucas,24,Premium,femme,2
913,2025-10-13 16:00,Paris,Sud,104,APP-5356,Velo,Humaine,22,30,1.2,14,1.6,1,27,272,2.48,Mobile,Emma,55,Gratuit,homme,3
914,2025-10-13 16:20,Paris,Nord,248,APP-8052,Trottinette,Diesel,7,1,8.32,18,2.2,1,23,287,3.51,Mobile,Alice,27,Standard,femme,3
915,2025-10-13 16:40,Paris,Centre,149,APP-8666,Trottinette,Humaine,5,11,6.62,18,2.8,0,22,241,5.18,Mobile,Emma,63,Standard,homme,2
916,2025-10-13 17:00,Paris,Nord,54,APP-8648,Bus,Humaine,13,42,5.11,19,2.9,0,20,231,4.78,Mobile,Emma,25,Gratuit,femme,3
917,2025-10-13 17:20,Paris,Ouest,214,APP-2938,Bus,Humaine,5,14,3.03,17,1.5,1,27,278,3.46,Mobile,Leo,21,Premium,homme,2
918,2025-10-13 17:40,Paris,Centre,205,APP-9949,Trottinette,Electrique,45,26,0.99,6,2.9,1,22,254,1.31,Mobile,Marc,18,Standard,femme,4
919,2025-10-13 18:00,Paris,Sud,198,APP-7943,Velo,Humaine,25,53,1.52,12,2.6,1,28,301,5.45,Mobile,Hugo,25,Premium,homme,2
920,2025-10-13 18:20,Paris,Centre,78,APP-8199,Voiture,Humaine,44,58,4.98,16,3.0,1,29,353,3.09,Carte,Emma,25,Premium,femme,3
921,2025-10-13 18:40,Paris,Est,180,APP-5531,Voiture,Humaine,33,14,10.12,10,2.8,1,28,313,2.19,Mobile,Leo,36,Premium,homme,4
922,2025-10-13 19:00,Paris,Sud,82,APP-9870,Velo,Diesel,33,41,8.3,16,2.9,1,30,359,3.69,Mobile,Nina,31,Gratuit,femme,4
923,2025-10-13 19:20,Paris,Ouest,199,APP-9279,Voiture,Electrique,22,57,2.0,13,2.3,1,29,348,2.14,Mobile,Emma,24,Premium,homme,2
